id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
2902,19,female,b.sc,5.55,87.3,yes,8.6,average,online videos,high,easy,87.0
2903,22,female,b.tech,7.4,96.6,yes,4.1,poor,group study,high,hard,90.8
2904,19,male,b.tech,7.56,46.6,yes,4.8,good,coaching,high,moderate,69.2
2905,23,female,b.com,1.24,84.9,yes,7.6,average,online videos,medium,moderate,38.1
2906,17,male,bba,7.72,54.6,yes,9.1,poor,mixed,low,moderate,88.5
2907,17,male,ba,7.91,83.3,yes,9.4,good,mixed,high,easy,98.2
2908,22,male,b.com,1.05,61.1,yes,4.4,average,group study,high,hard,34.1
2909,20,male,ba,1.79,46.5,yes,9.5,average,group study,medium,moderate,59.4
2910,24,other,ba,3.15,84.7,no,9.0,poor,online videos,low,easy,55.2
2911,23,female,bba,3.12,45.6,no,7.6,poor,group study,low,hard,32.4
2912,22,other,bca,3.32,55.8,yes,6.2,average,online videos,medium,easy,72.1
2913,19,female,b.sc,7.91,46.8,yes,5.6,average,mixed,low,moderate,58.2
2914,24,other,b.tech,1.2,41.0,yes,5.0,good,online videos,medium,easy,24.3
2915,20,female,b.tech,3.81,93.7,yes,8.5,poor,online videos,high,moderate,61.8
2916,21,female,bba,7.65,82.0,yes,7.5,good,group study,high,moderate,97.9
2917,20,other,diploma,7.91,90.6,yes,8.6,good,mixed,high,moderate,98.5
2918,20,female,b.tech,6.33,89.6,yes,5.4,average,online videos,high,hard,94.1
2919,22,male,bca,2.74,88.1,yes,8.8,poor,online videos,low,easy,47.0
2920,22,male,b.tech,1.19,77.8,yes,7.4,good,online videos,high,easy,56.8
2921,22,female,b.com,6.66,97.3,yes,6.7,average,self-study,medium,moderate,76.4
2922,20,female,b.tech,1.79,43.2,yes,5.5,average,mixed,high,hard,36.5
2923,24,female,bca,0.56,54.9,yes,4.8,poor,coaching,medium,easy,19.599
2924,19,female,b.tech,1.2,68.6,yes,8.4,average,online videos,high,moderate,46.9
2925,23,male,b.com,2.25,91.3,yes,7.6,poor,group study,low,easy,43.4
2926,18,other,bba,4.4,52.6,yes,5.7,average,group study,high,hard,58.0
2927,17,male,b.sc,2.06,83.5,yes,6.8,good,online videos,high,easy,64.0
2928,17,female,bca,2.62,97.6,yes,8.4,average,mixed,low,easy,60.7
2929,22,other,b.sc,1.09,61.5,no,8.3,poor,group study,medium,moderate,35.3
2930,21,male,b.sc,3.54,40.6,yes,9.7,poor,self-study,high,moderate,55.4
2931,21,female,b.com,4.72,64.7,yes,4.6,poor,group study,medium,moderate,59.7
2932,21,female,b.com,2.17,67.9,yes,6.2,poor,online videos,high,hard,45.9
2933,20,male,diploma,3.05,59.0,yes,7.7,poor,group study,low,moderate,48.0
2934,18,female,b.com,1.23,47.1,no,7.2,average,mixed,low,hard,31.4
2935,24,male,b.tech,7.1,51.7,yes,8.2,good,group study,medium,moderate,87.9
2936,17,female,bba,7.39,52.6,yes,5.9,good,self-study,high,easy,83.7
2937,20,male,b.sc,6.55,80.6,yes,7.6,average,group study,medium,moderate,90.4
2938,19,male,b.sc,0.26,90.6,no,7.4,average,self-study,medium,moderate,40.6
2939,21,female,b.sc,4.2,49.6,yes,7.4,average,coaching,high,hard,63.9
2940,20,other,bca,6.11,70.6,yes,7.0,poor,mixed,low,easy,63.2
2941,19,female,b.com,4.72,93.7,yes,4.6,good,coaching,low,moderate,56.1
2942,19,female,b.sc,0.9,42.7,yes,6.4,average,self-study,high,moderate,35.8
2943,24,other,bba,2.97,69.3,yes,4.5,poor,group study,high,easy,62.0
2944,17,female,bca,1.25,82.2,yes,6.2,poor,group study,high,easy,26.0
2945,21,male,b.com,0.08,87.0,yes,4.7,good,group study,low,moderate,33.4
2946,17,male,b.sc,2.81,53.1,yes,9.4,poor,self-study,low,moderate,26.1
2947,20,female,bba,3.05,81.2,yes,4.5,poor,online videos,high,easy,55.4
2948,22,female,b.tech,3.89,63.8,yes,5.1,poor,coaching,medium,easy,66.0
2949,24,male,bba,3.98,98.2,no,7.6,average,online videos,low,moderate,63.4
2950,21,other,bca,6.74,95.8,yes,6.9,good,online videos,low,moderate,93.6
2951,17,other,b.tech,0.84,79.8,yes,8.8,good,mixed,high,moderate,64.5
2952,24,male,b.sc,7.73,74.3,yes,6.5,average,online videos,medium,moderate,76.0
2953,19,female,bca,6.39,98.9,yes,6.4,poor,mixed,medium,moderate,63.6
2954,20,male,diploma,7.43,66.0,no,6.9,good,coaching,low,easy,95.2
2955,19,female,bba,1.46,73.6,yes,5.5,poor,coaching,low,hard,45.0
2956,23,other,diploma,2.99,93.0,yes,8.7,poor,self-study,high,moderate,70.7
2957,22,male,b.com,7.14,75.1,yes,6.2,average,group study,low,easy,75.5
2958,21,other,b.tech,4.5,42.3,yes,5.7,poor,online videos,low,moderate,38.7
2959,22,female,bba,6.38,89.6,yes,6.1,poor,coaching,high,moderate,86.4
2960,21,male,b.tech,7.01,68.4,yes,4.6,average,mixed,low,hard,74.9
2961,21,male,ba,3.67,45.8,yes,9.7,poor,self-study,medium,easy,45.0
2962,18,male,b.tech,3.04,93.0,no,8.6,average,online videos,high,moderate,73.3
2963,17,female,bba,3.77,98.1,yes,7.7,poor,mixed,high,moderate,63.5
2964,17,male,ba,4.69,45.9,yes,5.3,good,coaching,medium,moderate,60.4
2965,20,other,b.tech,4.7,62.6,yes,8.4,good,group study,low,moderate,65.7
2966,21,other,diploma,4.98,99.0,yes,4.5,average,self-study,high,moderate,80.6
2967,24,other,b.tech,6.88,81.2,no,6.3,good,coaching,medium,moderate,83.1
2968,24,female,b.sc,7.25,67.6,yes,7.4,good,online videos,medium,moderate,98.3
2969,23,other,ba,0.57,48.9,yes,5.7,average,self-study,low,moderate,29.2
2970,21,other,b.tech,4.86,57.6,yes,9.6,good,group study,medium,moderate,53.4
2971,24,male,diploma,1.61,66.0,yes,8.5,poor,self-study,high,easy,47.6
2972,22,male,ba,2.79,92.4,yes,7.2,good,coaching,medium,easy,69.9
2973,23,female,b.tech,7.61,66.2,yes,6.9,good,coaching,medium,easy,99.4
2974,18,female,b.tech,7.87,91.7,yes,6.8,poor,online videos,low,moderate,76.3
2975,24,other,b.tech,7.51,46.4,yes,9.3,good,mixed,low,moderate,70.7
2976,23,other,b.tech,7.15,92.0,yes,4.2,average,online videos,medium,easy,90.0
2977,17,female,b.sc,2.47,82.8,yes,4.3,poor,online videos,high,easy,49.0
2978,20,other,b.sc,5.54,68.0,yes,4.8,good,mixed,medium,easy,75.3
2979,19,male,bca,2.16,61.1,yes,4.4,poor,self-study,high,moderate,44.0
2980,21,male,b.tech,0.25,64.5,yes,5.5,poor,online videos,low,moderate,41.5
2981,23,other,diploma,7.71,45.9,yes,4.7,poor,online videos,low,moderate,50.4
2982,17,female,bca,4.67,40.6,no,9.1,average,coaching,low,moderate,59.5
2983,18,other,bca,2.41,62.1,yes,4.2,good,group study,low,moderate,62.3
2984,24,male,b.com,2.66,50.3,no,7.1,average,self-study,medium,moderate,48.4
2985,24,other,b.sc,1.71,49.2,yes,4.1,poor,mixed,low,easy,40.1
2986,24,other,bca,0.39,58.6,yes,8.1,average,online videos,medium,easy,32.8
2987,23,male,b.com,1.18,59.6,yes,9.7,good,mixed,high,moderate,43.2
2988,21,other,b.com,0.4,52.8,yes,5.7,average,group study,high,moderate,38.2
2989,18,other,bba,7.42,90.5,yes,7.7,average,mixed,medium,hard,100.0
2990,20,male,b.tech,5.69,75.1,yes,7.0,good,mixed,high,moderate,76.1
2991,17,female,bca,6.8,53.5,yes,7.8,poor,coaching,medium,moderate,65.2
2992,24,male,b.com,6.92,57.7,no,9.2,average,self-study,high,hard,72.3
2993,18,other,ba,5.79,59.7,yes,8.0,average,self-study,medium,moderate,66.2
2994,18,other,b.com,0.76,54.7,yes,9.3,poor,group study,medium,moderate,25.5
2995,23,female,b.tech,4.06,62.5,yes,7.5,poor,group study,medium,easy,48.3
2996,22,other,b.sc,5.07,82.2,yes,6.2,poor,group study,medium,easy,64.7
2997,19,female,b.tech,7.0,57.1,yes,7.2,good,coaching,low,moderate,78.4
2998,19,female,bba,1.39,66.2,yes,4.7,average,online videos,medium,easy,46.8
2999,23,female,bba,2.3,78.8,yes,8.9,poor,self-study,low,moderate,53.8
3000,17,male,b.sc,6.09,82.9,yes,6.3,average,online videos,low,moderate,89.3
3001,21,other,b.tech,0.18,57.8,no,9.2,good,online videos,medium,easy,51.0
3002,17,male,b.com,1.19,98.4,yes,9.8,poor,mixed,medium,moderate,52.4
3003,24,other,bca,0.41,57.4,yes,4.2,average,group study,high,moderate,25.6
3004,17,other,diploma,1.83,94.4,yes,5.3,poor,self-study,medium,moderate,22.9
3005,19,other,ba,2.35,54.2,yes,9.4,average,group study,medium,easy,36.5
3006,22,female,bca,0.66,79.2,yes,4.7,good,online videos,low,moderate,47.0
3007,21,other,b.com,2.27,64.1,yes,6.5,average,group study,medium,moderate,60.8
3008,19,female,b.tech,0.68,71.6,yes,5.6,average,mixed,low,moderate,52.8
3009,18,male,b.tech,5.68,82.8,yes,6.2,good,mixed,high,easy,72.1
3010,23,other,bca,7.25,87.7,no,6.7,good,online videos,high,moderate,91.8
3011,23,male,bba,3.71,55.8,yes,7.9,poor,online videos,medium,moderate,40.2
3012,22,other,bca,0.62,96.5,yes,7.2,poor,online videos,medium,hard,50.9
3013,23,female,b.tech,2.37,74.6,yes,5.6,poor,mixed,high,moderate,39.7
3014,23,male,diploma,7.36,99.4,yes,8.3,poor,mixed,high,moderate,79.7
3015,20,male,b.tech,7.67,68.3,yes,4.2,poor,online videos,medium,moderate,74.3
3016,19,male,b.sc,4.46,53.8,yes,6.0,poor,self-study,high,hard,50.9
3017,21,other,b.sc,1.82,76.7,yes,5.4,good,group study,low,hard,62.5
3018,17,male,bba,2.09,63.8,yes,5.8,average,online videos,high,hard,51.9
3019,24,male,b.tech,4.65,56.4,yes,7.7,poor,coaching,medium,hard,69.2
3020,18,male,b.tech,5.54,98.8,yes,7.0,poor,group study,medium,easy,64.4
3021,21,other,diploma,7.2,95.6,no,9.9,average,coaching,high,easy,100.0
3022,20,female,b.tech,3.17,65.4,yes,4.3,good,group study,medium,moderate,49.2
3023,19,female,bca,7.91,94.0,yes,7.7,average,online videos,high,hard,97.6
3024,17,female,b.sc,7.91,78.4,yes,8.9,good,group study,high,moderate,97.6
3025,22,male,bca,4.08,44.6,yes,6.5,good,online videos,high,moderate,58.4
3026,23,female,bca,7.72,59.9,yes,7.4,good,mixed,low,easy,78.0
3027,24,other,ba,4.5,76.6,yes,4.9,good,self-study,medium,moderate,70.9
3028,24,other,b.com,6.09,73.9,yes,6.0,poor,self-study,low,easy,73.2
3029,18,female,bca,4.66,63.7,yes,9.9,good,coaching,low,moderate,66.2
3030,20,female,bca,3.19,69.0,no,8.3,good,online videos,high,easy,67.1
3031,20,other,bba,5.99,97.3,yes,9.2,poor,mixed,medium,moderate,83.4
3032,21,female,b.tech,5.47,86.2,yes,7.3,poor,coaching,high,hard,99.5
3033,19,female,b.sc,4.07,69.4,yes,6.7,good,online videos,high,moderate,73.4
3034,18,female,b.com,0.4,70.9,yes,9.0,average,mixed,low,easy,56.7
3035,21,female,bca,1.24,56.0,yes,8.3,good,online videos,medium,easy,35.1
3036,23,male,diploma,2.82,40.6,yes,6.9,average,coaching,low,moderate,54.8
3037,17,male,b.sc,3.81,40.6,yes,6.8,good,self-study,low,moderate,38.2
3038,21,male,b.sc,4.36,83.3,yes,7.7,good,coaching,medium,moderate,69.3
3039,19,female,bba,6.24,98.3,yes,9.2,good,mixed,medium,moderate,96.4
3040,23,other,b.sc,0.41,56.6,yes,5.0,average,self-study,low,moderate,19.6
3041,24,female,ba,3.72,44.9,yes,9.7,good,group study,medium,hard,69.7
3042,20,male,b.com,6.14,44.5,yes,6.3,poor,self-study,medium,easy,52.8
3043,24,female,bca,7.81,54.4,yes,5.5,good,online videos,medium,moderate,86.3
3044,17,other,bca,2.05,50.2,yes,8.5,good,mixed,medium,easy,59.3
3045,17,other,b.com,1.64,68.5,yes,5.4,poor,coaching,medium,easy,53.1
3046,23,other,b.tech,6.3,74.5,yes,6.2,average,coaching,low,easy,70.4
3047,24,other,b.tech,6.4,51.3,yes,9.9,average,online videos,high,moderate,72.6
3048,23,other,b.sc,2.37,52.7,yes,9.0,poor,mixed,low,hard,52.0
3049,19,other,bba,3.25,75.6,yes,8.1,average,coaching,high,moderate,68.3
3050,22,female,bba,6.2,52.7,no,9.7,average,coaching,low,easy,81.3
3051,20,male,bca,5.47,95.9,yes,8.6,poor,self-study,medium,moderate,70.7
3052,20,male,b.com,0.54,96.8,yes,9.1,good,mixed,low,moderate,46.3
3053,24,female,bba,0.08,85.8,yes,5.7,poor,coaching,high,moderate,46.2
3054,23,male,b.sc,4.86,50.1,yes,8.5,good,mixed,medium,moderate,53.1
3055,21,other,bba,0.87,84.0,yes,5.1,good,group study,high,moderate,55.3
3056,21,other,b.com,1.1,67.4,yes,8.6,good,self-study,medium,hard,50.4
3057,21,other,b.com,1.26,43.4,yes,6.4,good,online videos,high,moderate,54.8
3058,20,male,diploma,2.9,99.4,yes,6.3,good,online videos,high,easy,73.9
3059,18,female,bca,0.33,91.5,yes,8.9,average,online videos,medium,moderate,53.9
3060,17,other,bca,0.96,69.8,yes,8.3,poor,mixed,high,moderate,38.9
3061,21,male,b.sc,6.38,95.8,yes,6.2,poor,group study,high,moderate,67.6
3062,23,male,b.tech,0.08,48.2,yes,8.1,average,group study,low,easy,22.2
3063,24,other,bca,1.81,87.2,yes,9.1,good,coaching,low,easy,71.3
3064,21,other,diploma,2.16,48.0,yes,9.9,good,group study,low,easy,60.5
3065,20,other,bba,6.48,63.9,yes,4.4,good,group study,high,moderate,65.0
3066,20,other,b.com,3.08,92.0,yes,6.2,poor,online videos,high,moderate,43.8
3067,20,female,b.tech,0.08,92.4,yes,4.9,poor,mixed,medium,easy,32.1
3068,18,other,bba,6.57,63.1,yes,6.6,good,mixed,low,moderate,78.4
3069,22,male,bca,7.83,55.6,no,6.5,good,coaching,high,moderate,100.0
3070,19,male,b.sc,7.66,99.4,yes,9.9,average,self-study,medium,moderate,93.9
3071,23,other,b.tech,0.08,46.8,yes,7.0,poor,group study,medium,hard,29.0
3072,19,female,bba,3.95,99.4,yes,8.1,poor,mixed,medium,moderate,64.3
3073,20,other,ba,6.56,66.1,yes,5.3,poor,coaching,medium,hard,77.3
3074,22,other,bba,2.71,80.1,yes,6.0,poor,coaching,high,easy,49.9
3075,20,male,bba,7.75,85.5,yes,6.2,average,coaching,medium,easy,92.6
3076,21,male,b.sc,4.99,63.9,yes,4.5,poor,mixed,low,moderate,65.6
3077,20,other,bba,2.71,88.5,yes,5.2,poor,coaching,low,moderate,62.2
3078,21,female,b.tech,0.84,79.5,yes,4.1,good,self-study,medium,easy,36.2
3079,20,other,bba,3.69,69.0,yes,8.2,average,mixed,low,moderate,65.9
3080,24,female,b.tech,1.97,42.1,no,4.4,good,online videos,medium,easy,28.0
3081,21,male,b.com,6.2,74.9,yes,6.3,poor,coaching,low,moderate,66.2
3082,22,other,diploma,2.44,41.7,yes,9.4,average,group study,medium,hard,55.0
3083,17,female,bba,4.53,48.9,yes,7.5,average,online videos,low,hard,47.9
3084,18,other,b.tech,4.01,91.5,yes,8.6,good,self-study,high,moderate,77.6
3085,24,male,bca,3.48,41.9,yes,8.0,good,group study,medium,easy,33.8
3086,21,other,diploma,1.58,79.4,yes,5.2,good,self-study,low,moderate,53.7
3087,21,male,b.tech,1.72,55.3,yes,7.0,average,group study,high,moderate,43.0
3088,23,female,b.tech,5.06,40.6,yes,4.3,average,group study,medium,easy,52.5
3089,21,female,b.tech,5.86,82.8,yes,7.1,poor,self-study,medium,moderate,66.5
3090,20,other,diploma,1.54,84.1,yes,6.8,poor,self-study,low,hard,42.1
3091,22,male,b.sc,5.71,75.0,yes,6.2,good,coaching,high,moderate,84.6
3092,21,female,bca,6.48,49.5,yes,8.0,good,coaching,medium,moderate,85.0
3093,18,female,b.tech,4.4,93.0,yes,4.6,poor,mixed,low,moderate,71.3
3094,23,other,b.tech,7.91,82.6,yes,6.9,poor,online videos,low,easy,96.5
3095,21,male,b.sc,2.09,40.6,yes,9.1,average,self-study,medium,easy,52.6
3096,19,other,bba,7.24,61.5,yes,5.0,average,mixed,high,moderate,71.4
3097,24,male,b.tech,3.59,67.8,yes,5.7,good,self-study,low,easy,46.9
3098,20,other,bba,7.69,72.1,yes,9.3,average,mixed,low,easy,88.7
3099,24,female,b.tech,7.03,46.6,yes,9.9,average,online videos,low,moderate,78.7
3100,18,male,diploma,1.35,43.6,yes,4.2,average,self-study,low,easy,38.0
3101,21,other,b.sc,3.64,55.0,yes,7.0,average,coaching,low,easy,68.1
3102,24,other,bca,0.75,73.7,yes,9.4,good,self-study,medium,easy,56.1
3103,19,other,b.tech,5.9,42.8,yes,5.2,good,online videos,medium,moderate,57.8
3104,23,male,bba,4.36,97.3,yes,6.2,average,group study,high,moderate,88.5
3105,24,female,b.sc,6.87,74.8,yes,9.5,poor,online videos,high,moderate,81.5
3106,23,other,b.tech,1.61,89.4,yes,8.0,good,group study,low,moderate,51.7
3107,23,male,b.sc,1.07,71.0,yes,6.0,good,self-study,high,easy,23.8
3108,20,female,b.sc,1.0,67.3,yes,9.0,poor,online videos,medium,hard,33.1
3109,23,other,diploma,0.67,76.3,yes,6.1,average,online videos,medium,moderate,44.4
3110,18,female,ba,1.78,83.5,yes,8.5,good,mixed,high,moderate,58.6
3111,24,male,bca,5.41,50.2,yes,5.9,good,group study,medium,moderate,60.6
3112,23,male,bca,3.02,69.0,no,5.0,good,group study,low,easy,57.2
3113,24,male,ba,5.61,79.0,yes,5.1,average,group study,medium,hard,64.9
3114,20,other,b.tech,1.02,57.7,yes,8.7,good,self-study,high,moderate,65.4
3115,21,female,bca,1.71,95.4,no,9.3,poor,online videos,high,easy,50.1
3116,20,other,bca,3.23,57.2,yes,5.8,good,online videos,low,hard,57.6
3117,22,other,ba,3.58,97.6,yes,8.2,average,mixed,low,hard,63.7
3118,19,female,bba,7.15,40.6,yes,7.4,good,online videos,low,moderate,76.5
3119,18,female,bca,7.87,92.3,yes,4.7,poor,online videos,low,hard,78.9
3120,21,male,bca,7.68,85.3,yes,4.5,average,group study,high,moderate,97.1
3121,19,female,b.tech,5.23,56.9,yes,8.7,average,coaching,low,easy,64.0
3122,21,male,ba,6.62,50.4,yes,7.7,poor,online videos,medium,moderate,61.4
3123,21,other,b.tech,0.28,77.3,yes,4.5,average,group study,high,moderate,38.1
3124,17,female,bba,3.33,98.7,yes,7.6,good,self-study,high,moderate,76.3
3125,21,other,diploma,7.91,42.8,yes,8.2,good,group study,high,moderate,83.1
3126,22,female,b.tech,7.56,59.9,yes,4.9,good,self-study,high,moderate,87.5
3127,17,male,diploma,3.98,64.3,yes,4.6,average,online videos,medium,moderate,51.4
3128,20,male,bba,4.87,58.2,no,9.4,average,coaching,low,easy,74.6
3129,20,other,b.com,1.1,72.9,yes,8.2,good,mixed,high,moderate,39.6
3130,22,other,b.com,6.91,63.8,yes,5.7,good,coaching,medium,easy,87.4
3131,22,other,b.tech,2.85,62.0,yes,6.5,average,online videos,medium,easy,45.9
3132,17,male,bba,2.79,81.3,yes,6.6,good,online videos,low,moderate,60.9
3133,18,other,b.com,7.72,95.4,yes,4.5,good,mixed,medium,hard,92.1
3134,21,male,bba,6.73,80.0,yes,8.7,poor,mixed,medium,hard,68.5
3135,18,other,b.com,4.96,50.0,yes,8.7,good,online videos,medium,easy,54.2
3136,23,other,bca,0.62,97.3,yes,9.9,good,self-study,high,moderate,42.1
3137,19,male,bca,4.65,48.0,yes,9.2,good,online videos,low,hard,62.5
3138,20,female,ba,7.91,84.4,yes,6.3,average,group study,medium,moderate,81.3
3139,21,male,b.sc,4.67,43.9,no,8.7,poor,self-study,low,hard,47.0
3140,22,other,bba,1.01,60.2,yes,5.8,good,online videos,high,moderate,57.6
3141,18,other,b.sc,4.34,49.8,yes,9.7,poor,self-study,medium,moderate,53.9
3142,19,male,b.sc,7.91,85.9,yes,7.7,poor,self-study,medium,moderate,91.5
3143,18,male,b.com,3.16,46.4,yes,9.5,average,online videos,medium,moderate,49.7
3144,17,other,b.tech,0.08,46.6,yes,5.3,average,group study,low,moderate,34.4
3145,19,male,bba,4.94,94.8,yes,8.7,average,mixed,high,moderate,77.7
3146,22,male,b.com,2.0,88.8,yes,5.1,good,online videos,medium,easy,49.8
3147,22,male,ba,4.61,63.2,yes,6.6,good,self-study,low,easy,50.0
3148,23,male,ba,0.42,81.2,yes,8.9,good,group study,high,hard,62.4
3149,21,female,diploma,2.1,70.4,yes,7.2,poor,mixed,low,easy,43.9
3150,21,female,bba,3.23,47.3,yes,5.9,good,online videos,low,easy,49.2
3151,18,other,bca,1.7,77.7,yes,8.7,average,online videos,medium,easy,56.2
3152,19,other,b.sc,0.08,47.9,yes,5.4,average,mixed,high,easy,19.599
3153,23,other,ba,2.09,77.3,yes,8.4,average,mixed,low,moderate,64.2
3154,17,other,b.tech,0.08,62.9,yes,8.3,average,online videos,low,moderate,31.2
3155,20,female,diploma,3.13,97.5,yes,9.6,average,online videos,low,moderate,63.5
3156,18,male,b.tech,1.35,54.4,yes,9.3,good,self-study,high,hard,35.0
3157,19,male,ba,6.91,44.4,yes,5.6,average,online videos,high,moderate,81.7
3158,19,male,b.tech,4.59,99.0,yes,9.2,good,self-study,medium,moderate,67.1
3159,23,other,b.tech,7.53,97.5,yes,6.8,good,online videos,high,moderate,97.7
3160,22,female,b.com,4.02,92.4,yes,4.2,good,mixed,high,moderate,58.1
3161,17,other,b.com,2.1,92.9,yes,9.9,average,self-study,low,moderate,43.8
3162,21,female,diploma,7.37,86.4,yes,7.3,average,coaching,low,hard,85.7
3163,17,male,b.com,4.85,51.9,yes,6.7,poor,mixed,low,moderate,46.3
3164,22,male,b.sc,6.48,49.8,yes,9.6,good,mixed,low,easy,80.5
3165,17,male,b.sc,4.39,43.8,yes,5.2,good,self-study,medium,moderate,45.6
3166,23,female,b.tech,6.21,86.8,yes,9.3,good,mixed,high,moderate,79.1
3167,22,other,b.tech,3.12,74.4,yes,9.7,good,online videos,high,hard,89.7
3168,20,other,bba,6.02,45.4,yes,6.7,good,coaching,low,easy,89.3
3169,20,female,b.tech,3.73,67.3,yes,9.0,poor,mixed,low,hard,57.7
3170,23,other,b.com,4.97,42.1,yes,4.5,good,online videos,high,moderate,54.9
3171,17,other,b.com,4.26,88.9,yes,7.5,good,self-study,high,moderate,86.3
3172,23,female,diploma,2.27,99.1,yes,6.0,average,self-study,high,moderate,41.8
3173,18,other,b.com,5.71,68.4,yes,9.7,good,group study,high,moderate,83.7
3174,21,other,bba,4.08,52.0,yes,9.7,good,coaching,high,easy,70.1
3175,17,other,b.tech,1.88,62.0,yes,9.5,poor,mixed,high,easy,38.9
3176,19,female,bba,2.96,97.2,no,7.6,poor,group study,low,moderate,67.5
3177,20,other,b.tech,6.93,48.9,no,8.9,good,coaching,high,moderate,99.2
3178,24,male,b.tech,4.76,93.8,yes,7.7,poor,self-study,high,easy,69.9
3179,23,male,bca,2.09,49.8,yes,8.9,poor,self-study,low,easy,34.4
3180,17,female,ba,4.27,52.1,yes,4.3,good,coaching,high,moderate,59.6
3181,19,male,bba,1.76,46.2,yes,6.8,poor,online videos,low,hard,19.599
3182,23,female,b.com,2.62,82.4,yes,9.4,average,self-study,medium,moderate,52.3
3183,20,other,bca,1.9,49.7,yes,5.1,average,group study,low,easy,38.1
3184,22,female,b.tech,1.02,81.1,yes,8.2,poor,coaching,medium,easy,45.2
3185,24,female,ba,2.43,71.8,yes,7.5,good,group study,high,moderate,48.9
3186,20,male,bba,7.48,57.5,yes,4.9,poor,group study,low,easy,49.4
3187,19,male,b.sc,4.67,92.3,yes,7.2,good,self-study,high,moderate,75.5
3188,19,male,b.com,6.83,59.4,yes,6.5,good,online videos,low,moderate,66.3
3189,18,female,b.sc,1.37,44.1,no,4.5,average,mixed,medium,moderate,29.6
3190,23,female,bba,7.16,62.9,yes,9.9,poor,coaching,high,moderate,80.7
3191,17,other,bba,4.78,87.1,yes,5.9,poor,mixed,medium,moderate,61.5
3192,17,other,b.sc,1.41,58.2,yes,8.5,good,group study,high,easy,38.1
3193,17,female,b.sc,3.64,67.0,yes,7.9,good,coaching,medium,moderate,63.1
3194,21,male,b.tech,2.06,87.8,no,9.2,poor,self-study,high,moderate,54.0
